1,4.085954,51.5350,0.00100000
2,2.398332,56.3910,0.00100000
3,2.207569,58.3500,0.00100000
4,2.115504,59.5312,0.00100000
5,2.056906,60.3445,0.00100000
6,2.015160,60.7970,0.00100000
7,1.983491,61.2913,0.00100000
8,1.960720,61.5399,0.00100000
9,1.939578,61.8958,0.00100000
10,1.923222,62.1153,0.00100000
11,1.911291,62.3490,0.00100000
12,1.898836,62.5681,0.00100000
13,1.889005,62.5503,0.00100000
14,1.880684,62.7663,0.00100000
15,1.873474,62.8185,0.00100000
16,1.866042,62.9058,0.00100000
17,1.860087,63.1392,0.00100000
18,1.853776,63.0667,0.00100000
19,1.848475,63.2006,0.00100000
20,1.843729,63.2337,0.00100000
21,1.840228,63.2571,0.00100000
22,1.834929,63.3778,0.00100000
23,1.831685,63.4709,0.00100000
24,1.828458,63.4915,0.00100000
25,1.824570,63.6172,0.00100000
26,1.822834,63.5611,0.00100000
27,1.818225,63.5515,0.00100000
28,1.815946,63.6204,0.00100000
29,1.815095,63.6019,0.00100000
30,1.811381,63.6602,0.00100000
31,1.809638,63.6950,0.00100000
32,1.806027,63.8399,0.00100000
33,1.806323,63.8129,0.00100000
34,1.802805,63.8392,0.00100000
35,1.800856,63.7689,0.00100000
36,1.801472,63.8903,0.00100000
37,1.797843,63.9152,0.00100000
38,1.796022,63.9443,0.00100000
39,1.794206,63.9173,0.00100000
40,1.792535,64.0342,0.00100000
41,1.792261,64.0480,0.00100000
42,1.791203,63.9926,0.00100000
43,1.789955,63.9646,0.00100000
44,1.788707,64.1077,0.00100000
45,1.786624,64.1198,0.00100000
46,1.786041,64.1116,0.00100000
47,1.784905,64.0757,0.00100000
48,1.784018,64.1446,0.00100000
49,1.782651,64.1073,0.00100000
50,1.780800,64.0192,0.00100000
