1,3.587108,58.6082,0.00100000
2,1.814899,62.6128,0.00100000
3,1.656435,64.1389,0.00100000
4,1.579208,64.9359,0.00100000
5,1.531498,65.6178,0.00100000
6,1.497071,65.9310,0.00100000
7,1.471402,66.4030,0.00100000
8,1.452236,66.6534,0.00100000
9,1.436307,66.8637,0.00100000
10,1.423267,67.0295,0.00100000
11,1.412064,67.1780,0.00100000
12,1.402372,67.3165,0.00100000
13,1.393562,67.4031,0.00100000
14,1.386076,67.5413,0.00100000
15,1.380416,67.5491,0.00100000
16,1.374148,67.6713,0.00100000
17,1.367945,67.6841,0.00100000
18,1.363185,67.7707,0.00100000
19,1.358900,67.7913,0.00100000
20,1.355226,67.9486,0.00100000
21,1.351591,67.9923,0.00100000
22,1.348228,68.0314,0.00100000
23,1.344800,68.0687,0.00100000
24,1.341279,68.1315,0.00100000
25,1.338515,68.0790,0.00100000
26,1.335735,68.2306,0.00100000
27,1.334172,68.1656,0.00100000
28,1.330973,68.2072,0.00100000
29,1.329644,68.2509,0.00100000
30,1.326682,68.2768,0.00100000
31,1.324770,68.2946,0.00100000
32,1.322446,68.3098,0.00100000
33,1.321614,68.3148,0.00100000
34,1.319718,68.3287,0.00100000
35,1.318510,68.3468,0.00100000
36,1.316484,68.3954,0.00100000
37,1.315605,68.4583,0.00100000
38,1.314097,68.3933,0.00100000
39,1.312185,68.4022,0.00100000
40,1.310249,68.4423,0.00100000
41,1.310103,68.5151,0.00100000
42,1.307516,68.4608,0.00100000
43,1.307955,68.4224,0.00100000
44,1.306251,68.4324,0.00100000
45,1.304810,68.4501,0.00100000
46,1.304715,68.4487,0.00100000
47,1.303198,68.4554,0.00100000
48,1.301638,68.5254,0.00100000
49,1.300592,68.5258,0.00100000
50,1.300800,68.5236,0.00100000
