1,3.767623,56.3146,0.00100000
2,1.999475,60.2294,0.00100000
3,1.830524,62.1075,0.00100000
4,1.749375,63.2649,0.00100000
5,1.697667,63.7628,0.00100000
6,1.662774,64.1972,0.00100000
7,1.634867,64.7342,0.00100000
8,1.615523,65.0083,0.00100000
9,1.599378,65.3113,0.00100000
10,1.583926,65.4761,0.00100000
11,1.573709,65.6043,0.00100000
12,1.563565,65.7442,0.00100000
13,1.554005,65.9232,0.00100000
14,1.548143,66.0347,0.00100000
15,1.539833,66.0070,0.00100000
16,1.534782,66.1953,0.00100000
17,1.529073,66.2041,0.00100000
18,1.524579,66.2507,0.00100000
19,1.520715,66.3608,0.00100000
20,1.515529,66.4183,0.00100000
21,1.510638,66.5245,0.00100000
22,1.507884,66.6289,0.00100000
23,1.504090,66.5675,0.00100000
24,1.501073,66.6413,0.00100000
25,1.498469,66.6559,0.00100000
26,1.496063,66.6790,0.00100000
27,1.493364,66.7852,0.00100000
28,1.491549,66.6971,0.00100000
29,1.488700,66.6886,0.00100000
30,1.487406,66.8271,0.00100000
31,1.484501,66.8388,0.00100000
32,1.483030,66.8360,0.00100000
33,1.481194,66.8576,0.00100000
34,1.480214,66.8278,0.00100000
35,1.477878,66.9581,0.00100000
36,1.476653,67.0093,0.00100000
37,1.475250,66.9322,0.00100000
38,1.474599,66.9301,0.00100000
39,1.472174,66.9432,0.00100000
40,1.471873,66.9517,0.00100000
41,1.470084,66.9823,0.00100000
42,1.468834,66.9496,0.00100000
43,1.467977,67.0501,0.00100000
44,1.466328,67.0228,0.00100000
45,1.466157,67.0561,0.00100000
46,1.464689,67.0650,0.00100000
47,1.463959,66.9702,0.00100000
48,1.462746,67.0476,0.00100000
49,1.461971,67.1101,0.00100000
50,1.461390,67.0718,0.00100000
