1,3.396478,53.9102,0.00100000
2,1.719699,60.2092,0.00100000
3,1.477851,62.8199,0.00100000
4,1.357616,64.2174,0.00100000
5,1.279552,65.0151,0.00100000
6,1.223974,65.5862,0.00100000
7,1.181351,66.0699,0.00100000
8,1.147286,66.3824,0.00100000
9,1.119680,66.5419,0.00100000
10,1.095515,66.7294,0.00100000
11,1.075746,66.4588,0.00100000
12,1.058159,66.6957,0.00100000
13,1.042384,66.8676,0.00100000
14,1.029219,66.6158,0.00100000
15,1.016488,66.7919,0.00100000
16,1.005783,66.9230,0.00100000
17,0.995235,66.9968,0.00100000
18,0.985168,66.7447,0.00100000
19,0.976526,66.6776,0.00100000
20,0.969177,66.5042,0.00100000
21,0.961449,66.7564,0.00100000
22,0.954497,66.7497,0.00100000
23,0.947518,66.7042,0.00100000
24,0.941107,66.5607,0.00100000
25,0.935445,66.6516,0.00100000
26,0.929638,66.7749,0.00100000
27,0.923703,66.7298,0.00100000
28,0.918845,66.8381,0.00100000
29,0.913569,66.5032,0.00100000
30,0.909564,66.7610,0.00100000
31,0.904955,66.2844,0.00100000
32,0.901306,66.3384,0.00100000
33,0.896796,66.4439,0.00100000
34,0.892964,66.4467,0.00100000
35,0.889136,66.3299,0.00100000
36,0.885878,66.3359,0.00100000
37,0.882053,66.3498,0.00100000
38,0.878850,66.1921,0.00100000
39,0.875834,66.4062,0.00100000
40,0.872449,66.2951,0.00100000
41,0.869354,66.3011,0.00100000
42,0.866298,66.1583,0.00100000
43,0.863489,66.3728,0.00100000
44,0.860151,66.3757,0.00100000
45,0.858310,66.0912,0.00100000
46,0.855340,66.1178,0.00100000
47,0.852363,66.1260,0.00100000
48,0.850311,65.9857,0.00100000
49,0.847528,66.1338,0.00100000
50,0.845918,65.9921,0.00100000
